"age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","annual_mileage","speeding_violations","duis","past_accidents","outcome","zipcode"
"26-39","male","10-19y","university","middle class",0.541829758574978,"1","before 2015","1","0",NA,1,0,1,"0","1"
"26-39","male","10-19y","university","middle class",0.405137060644103,"1","before 2015","1","0",9000,3,0,1,"0","9"
"40-64","female","10-19y","high school","upper class",0.576642461251849,"1","after 2015","0","1",13000,1,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.358401414044763,"0","before 2015","0","0",16000,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",0.453823830538483,"1","before 2015","0","1",12000,4,0,2,"0","1"
"26-39","male","0-9y","university","upper class",0.489500404088685,"1","after 2015","0","1",15000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.578373652643285,"1","before 2015","0","1",10000,3,1,0,"0","9"
"16-25","male","0-9y","none","poverty",0.434433844948973,"0","before 2015","0","1",11000,0,0,0,"1","9"
"16-25","male","0-9y","university","middle class",0.527911797150542,"1","before 2015","1","1",12000,0,0,0,"0","1"
"65+","female","0-9y","university","upper class",0.560541352496778,"1","before 2015","1","1",3000,0,0,0,"1","3"
"40-64","female","10-19y","university","upper class",0.596320922081691,"1","before 2015","1","1",12000,0,0,2,"0","1"
"16-25","female","0-9y","high school","poverty",0.387315345134758,"0","before 2015","0","1",11000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",NA,"1","after 2015","0","0",15000,5,0,0,"0","3"
"26-39","male","10-19y","high school","poverty",0.469807474297121,"0","after 2015","0","0",13000,5,0,0,"1","3"
"16-25","female","0-9y","none","poverty",0.467602352040762,"0","before 2015","0","0",12000,0,0,0,"1","3"
"40-64","female","0-9y","high school","upper class",0.693727422028959,"1","after 2015","1","0",NA,0,0,0,"1","3"
"40-64","female","20-29y","university","upper class",0.431749129728928,"1","after 2015","0","0",16000,0,0,1,"0","1"
"26-39","female","0-9y","high school","working class",0.393078544057553,"1","before 2015","1","0",8000,0,0,0,"0","3"
"26-39","male","10-19y","university","middle class",0.445850120200294,"1","before 2015","0","1",14000,1,0,0,"1","1"
"26-39","male","10-19y","university","upper class",0.385787248340223,"1","before 2015","1","1",10000,0,1,5,"0","1"
"16-25","male","0-9y","none","middle class",NA,"1","before 2015","0","0",14000,0,0,0,"0","3"
"40-64","male","10-19y","high school","working class",0.37787300135801,"0","before 2015","0","1",12000,1,0,3,"1","1"
"26-39","male","10-19y","none","poverty",0.250983078410022,"1","before 2015","0","0",13000,0,0,1,"0","1"
"65+","female","30y+","university","upper class",0.652740567630612,"1","after 2015","1","0",9000,6,0,0,"0","3"
"26-39","female","0-9y","none","poverty",0.417147410252975,"0","before 2015","0","1",8000,0,0,0,"1","3"
"26-39","female","0-9y","none","working class",0.452081283197552,"1","before 2015","1","1",6000,0,0,0,"0","1"
"26-39","male","0-9y","none","poverty",0.283039766034497,"1","before 2015","0","0",NA,0,0,0,"1","3"
"26-39","male","10-19y","high school","middle class",0.63000659736834,"1","before 2015","0","0",13000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.488119854891855,"0","before 2015","0","1",12000,0,0,0,"1","1"
"65+","male","10-19y","high school","middle class",0.465420589496052,"1","before 2015","0","0",13000,4,0,0,"1","3"
"26-39","male","10-19y","high school","working class",0.506773871789108,"1","before 2015","0","0",16000,0,0,2,"0","1"
"65+","male","0-9y","university","upper class",0.595013658647345,"1","before 2015","1","1",10000,0,0,0,"0","1"
"26-39","male","10-19y","university","upper class",0.392681222618677,"1","before 2015","1","1",8000,4,1,0,"1","3"
"26-39","male","10-19y","high school","middle class",0.533387549353741,"1","before 2015","0","0",15000,0,0,1,"0","1"
"16-25","male","0-9y","university","working class",0.455404963976278,"1","before 2015","0","0",13000,0,0,0,"1","3"
"40-64","female","20-29y","high school","middle class",0.446200875112342,"1","before 2015","1","1",11000,0,0,1,"0","1"
"65+","male","0-9y","university","upper class",0.516667312927494,"1","before 2015","0","1",14000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",0.594733912075176,"1","after 2015","0","1",11000,5,0,5,"0","1"
"16-25","male","0-9y","university","poverty",0.238748972881252,"1","before 2015","1","0",NA,0,0,0,"1","3"
"26-39","female","10-19y","high school","working class",NA,"1","before 2015","0","0",16000,0,0,0,"0","1"
"26-39","male","0-9y","high school","poverty",0.247118427592355,"0","before 2015","0","0",15000,0,0,0,"1","1"
"26-39","female","0-9y","university","middle class",0.4971134271243,"1","before 2015","1","1",NA,0,0,0,"1","1"
"16-25","male","0-9y","high school","poverty",0.374935686159207,"0","before 2015","1","0",12000,0,0,0,"1","3"
"40-64","female","0-9y","university","upper class",0.701259777231248,"1","after 2015","1","1",5000,0,0,0,"0","1"
"26-39","female","10-19y","high school","upper class",0.592702616466629,"1","after 2015","0","1",11000,2,0,0,"0","3"
"16-25","male","0-9y","high school","poverty",0.364608417127643,"0","before 2015","0","0",NA,0,0,0,"1","1"
"40-64","male","20-29y","high school","middle class",0.298873586135564,"1","before 2015","0","1",11000,1,0,8,"0","1"
"40-64","male","20-29y","none","middle class",0.473999983920113,"1","before 2015","1","1",9000,4,1,0,"1","3"
"40-64","female","20-29y","university","upper class",NA,"1","before 2015","1","1",14000,5,1,3,"0","3"
"26-39","female","0-9y","university","upper class",0.585196753502229,"0","before 2015","1","1",8000,0,0,0,"0","3"
"40-64","female","20-29y","high school","middle class",0.63738357037831,"1","after 2015","0","0",13000,2,0,0,"0","3"
"40-64","female","20-29y","high school","middle class",0.694180120716888,"1","after 2015","0","1",12000,1,1,3,"0","1"
"26-39","male","10-19y","high school","middle class",0.458427189959641,"0","after 2015","0","1",17000,0,0,0,"1","1"
"16-25","female","0-9y","high school","working class",0.293309790185979,"0","before 2015","1","1",8000,0,0,0,"1","1"
"40-64","female","20-29y","high school","upper class",0.486941236407605,"1","before 2015","1","1",12000,1,0,4,"0","1"
"65+","male","0-9y","university","upper class",0.58548590579345,"0","before 2015","1","1",12000,0,0,0,"1","1"
"16-25","female","0-9y","university","working class",0.476231348893527,"1","before 2015","0","0",17000,0,0,0,"1","1"
"16-25","female","0-9y","none","poverty",0.363201926000695,"0","after 2015","0","0",16000,0,0,0,"1","3"
"65+","male","10-19y","none","middle class",0.592371248473811,"1","before 2015","1","1",10000,1,0,2,"0","3"
"16-25","male","0-9y","none","working class",0.40311259960877,"0","before 2015","1","1",7000,0,0,0,"1","3"
"26-39","female","10-19y","high school","poverty",0.498121688374505,"1","before 2015","0","1",NA,2,1,0,"1","3"
"40-64","female","20-29y","university","upper class",0.655753988564623,"1","before 2015","0","1",12000,5,0,0,"0","9"
"26-39","male","10-19y","high school","middle class",0.556446561211749,"1","before 2015","1","1",9000,1,1,1,"0","1"
"26-39","male","10-19y","none","working class",0.199917765373692,"0","before 2015","0","0",NA,0,0,0,"0","1"
"40-64","female","10-19y","high school","upper class",0.564616030249654,"1","after 2015","1","0",14000,0,0,1,"0","3"
"40-64","female","20-29y","high school","middle class",0.434556766776365,"1","before 2015","1","0",12000,1,1,0,"0","1"
"16-25","male","0-9y","high school","working class",0.323521115217017,"1","after 2015","0","1",NA,0,0,0,"0","1"
"26-39","female","10-19y","none","poverty",0.354832886006931,"1","before 2015","1","1",9000,0,0,0,"0","3"
"65+","female","30y+","high school","upper class",0.482736607030906,"1","before 2015","0","1",11000,1,1,2,"0","1"
"26-39","female","10-19y","high school","middle class",0.573552883358538,"1","after 2015","1","0",11000,0,0,0,"0","3"
"16-25","female","0-9y","none","poverty",NA,"1","before 2015","0","0",16000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",0.44633518889773,"1","before 2015","1","1",8000,2,0,4,"1","3"
"40-64","female","0-9y","university","upper class",0.455310850646729,"1","after 2015","1","1",5000,0,0,0,"0","3"
"65+","female","20-29y","high school","middle class",0.420231859364411,"1","before 2015","1","1",11000,2,0,8,"0","1"
"26-39","female","10-19y","none","poverty",0.263870981786252,"0","before 2015","1","1",NA,1,0,2,"0","1"
"65+","male","30y+","university","upper class",0.490972494222282,"1","before 2015","1","1",10000,4,1,9,"0","1"
"40-64","female","20-29y","university","middle class",0.446193079170204,"1","before 2015","1","1",11000,1,0,0,"0","1"
"26-39","female","10-19y","none","poverty",0.4296243313541,"1","before 2015","0","1",11000,0,0,0,"0","1"
"40-64","male","20-29y","high school","upper class",0.544571974534739,"1","after 2015","1","1",8000,2,1,0,"0","1"
"26-39","male","10-19y","university","upper class",0.495489640193454,"0","before 2015","1","1",7000,3,2,0,"1","3"
"26-39","male","10-19y","university","working class",0.389897790284132,"0","before 2015","0","1",14000,3,0,3,"1","3"
"16-25","female","0-9y","none","poverty",0.537944103611262,"0","before 2015","0","0",17000,0,0,0,"1","1"
"40-64","male","20-29y","high school","upper class",0.65164966001,"1","before 2015","0","1",14000,3,0,1,"0","1"
"16-25","female","0-9y","high school","middle class",0.599510747840382,"1","before 2015","0","0",11000,0,0,0,"0","3"
"40-64","female","0-9y","high school","upper class",0.527089068607289,"1","before 2015","0","1",NA,0,0,0,"1","3"
"16-25","female","0-9y","high school","working class",0.508437363490692,"1","before 2015","0","1",9000,0,0,0,"0","3"
"26-39","male","10-19y","university","middle class",0.490995730303565,"1","after 2015","1","0",14000,2,0,0,"1","9"
"65+","male","10-19y","none","upper class",0.589322652057968,"1","before 2015","1","0",NA,3,0,1,"1","1"
"40-64","female","10-19y","university","upper class",0.691186413571933,"1","after 2015","1","1",9000,2,0,1,"0","1"
"16-25","male","0-9y","university","working class",0.371964912767888,"0","before 2015","1","0",14000,0,0,0,"1","1"
"40-64","male","10-19y","high school","upper class",0.597905303100232,"0","before 2015","0","0",12000,0,0,1,"1","3"
"26-39","male","10-19y","high school","poverty",0.253769578034657,"0","before 2015","0","0",15000,1,1,0,"1","9"
"16-25","male","0-9y","university","middle class",0.544392588482656,"0","before 2015","1","1",12000,0,0,0,"1","3"
"26-39","female","10-19y","university","working class",0.588467539203295,"0","before 2015","1","1",13000,2,0,0,"1","1"
"26-39","male","10-19y","high school","working class",NA,"0","before 2015","1","1",NA,4,0,2,"0","3"
"40-64","male","20-29y","university","upper class",0.698477329716933,"1","before 2015","1","1",15000,0,2,2,"0","1"
"40-64","female","10-19y","high school","working class",NA,"1","before 2015","1","1",10000,0,0,3,"0","1"
"16-25","female","0-9y","university","middle class",0.590372331721091,"1","before 2015","1","1",6000,0,0,0,"0","3"
"65+","female","0-9y","high school","upper class",0.554151077021169,"1","after 2015","0","1",12000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.326360556129213,"1","before 2015","0","0",NA,0,0,0,"1","3"
"26-39","male","10-19y","university","working class",0.449419537433548,"1","before 2015","1","0",15000,1,0,1,"1","1"
"65+","male","30y+","none","middle class",0.455399660620943,"1","after 2015","1","1",10000,10,1,2,"0","1"
"26-39","male","10-19y","high school","working class",0.43088700036007,"0","after 2015","1","0",13000,2,1,1,"1","1"
"40-64","male","20-29y","high school","middle class",0.644209811850456,"1","before 2015","1","1",9000,1,0,3,"0","1"
"65+","female","30y+","high school","upper class",0.797687358627265,"1","after 2015","1","1",9000,4,1,4,"0","1"
"40-64","male","20-29y","high school","upper class",0.615117089773629,"1","before 2015","0","1",9000,4,0,1,"0","3"
"40-64","female","10-19y","university","upper class",0.657290416968527,"1","after 2015","0","1",10000,1,1,0,"0","1"
"26-39","male","0-9y","university","upper class",0.430334644652229,"1","before 2015","1","1",11000,0,0,0,"0","3"
"40-64","female","20-29y","university","upper class",0.782808643679209,"1","after 2015","1","1",8000,4,0,2,"0","1"
"40-64","male","0-9y","university","middle class",0.291150870120956,"1","before 2015","1","1",11000,0,0,0,"1","1"
"40-64","male","10-19y","university","upper class",0.783287860738698,"1","before 2015","1","1",10000,2,1,2,"0","1"
"16-25","male","0-9y","none","poverty",0.283773192994812,"1","before 2015","1","0",16000,0,0,0,"0","1"
"40-64","female","10-19y","high school","middle class",0.530956725539741,"0","before 2015","0","1",15000,1,0,0,"0","1"
"65+","male","10-19y","high school","upper class",0.390293636406116,"1","after 2015","1","1",NA,1,0,1,"0","1"
"16-25","male","0-9y","none","working class",0.299665022483576,"0","before 2015","0","0",13000,0,0,0,"1","1"
"16-25","female","0-9y","university","middle class",NA,"1","before 2015","1","1",10000,0,0,0,"0","1"
"26-39","male","10-19y","high school","working class",0.549445938241558,"0","before 2015","0","1",14000,1,0,0,"1","1"
"40-64","female","0-9y","high school","upper class",0.640486329666487,"0","after 2015","1","1",NA,0,0,0,"0","3"
"26-39","female","10-19y","university","middle class",0.539533013674284,"1","before 2015","1","1",11000,0,0,0,"0","1"
"40-64","female","10-19y","university","upper class",0.385351736190171,"0","after 2015","0","0",14000,1,0,2,"0","1"
"16-25","male","0-9y","none","poverty",0.36602789894526,"0","before 2015","0","0",13000,0,0,0,"1","3"
"40-64","female","0-9y","university","upper class",0.555932692740438,"1","before 2015","1","1",8000,0,0,0,"1","3"
"26-39","male","10-19y","university","upper class",0.584195404516383,"1","before 2015","0","0",15000,2,0,0,"0","1"
"26-39","female","10-19y","university","upper class",0.614870608388253,"1","after 2015","1","1",8000,1,0,1,"0","1"
"26-39","male","10-19y","high school","poverty",0.3505254148618,"0","before 2015","0","0",16000,0,1,1,"1","1"
"40-64","male","20-29y","high school","middle class",0.643774905711156,"1","after 2015","0","0",14000,2,1,3,"0","1"
"26-39","male","10-19y","high school","working class",NA,"0","before 2015","0","0",13000,4,0,0,"1","3"
"40-64","female","10-19y","university","upper class",0.461944726030746,"1","before 2015","1","1",7000,1,2,0,"1","3"
"40-64","female","20-29y","high school","upper class",0.716129867169288,"0","before 2015","1","1",10000,3,0,0,"1","9"
"26-39","female","10-19y","university","middle class",0.594003408923179,"1","before 2015","1","1",NA,0,0,3,"0","1"
"40-64","female","20-29y","university","upper class",0.572068689845277,"0","before 2015","0","0",15000,3,1,2,"0","1"
"65+","male","30y+","high school","working class",NA,"0","before 2015","1","1",9000,8,0,2,"0","1"
"40-64","male","20-29y","university","middle class",0.43531094329686,"1","before 2015","0","1",9000,2,1,2,"0","1"
"26-39","male","10-19y","university","working class",0.555412308105518,"0","before 2015","0","1",13000,0,0,1,"1","1"
"40-64","female","20-29y","university","upper class",0.536959851087283,"0","after 2015","0","0",14000,0,0,2,"0","1"
"26-39","male","10-19y","high school","poverty",0.485903068316701,"1","before 2015","0","0",14000,1,1,0,"0","1"
"26-39","female","10-19y","high school","middle class",0.424541022084736,"1","before 2015","0","1",11000,0,0,0,"0","1"
"65+","female","30y+","high school","upper class",0.478821591312831,"1","before 2015","1","1",14000,4,0,1,"0","1"
"40-64","female","10-19y","university","upper class",0.671070495013932,"1","after 2015","1","1",6000,2,0,2,"0","3"
"40-64","male","10-19y","high school","upper class",0.518725304009015,"1","after 2015","1","1",8000,6,0,0,"0","3"
"26-39","female","0-9y","high school","middle class",0.553209514361293,"0","before 2015","0","1",11000,0,0,0,"1","1"
"65+","female","0-9y","university","upper class",0.768231230762985,"1","after 2015","1","1",11000,0,0,0,"0","3"
"16-25","female","0-9y","high school","working class",0.447887530915591,"0","after 2015","1","1",8000,0,0,0,"1","3"
"16-25","female","0-9y","none","poverty",0.364249626269686,"0","before 2015","0","0",12000,0,0,0,"1","3"
"40-64","female","0-9y","high school","middle class",0.590549784536155,"1","before 2015","0","1",13000,0,0,0,"0","1"
"26-39","female","0-9y","university","upper class",0.68419154037938,"0","before 2015","0","1",14000,0,0,0,"0","1"
"65+","male","30y+","university","upper class",0.515709384691632,"1","after 2015","1","1",11000,2,0,4,"0","1"
"40-64","female","0-9y","high school","middle class",0.638259612473135,"0","before 2015","1","1",10000,0,0,0,"1","1"
"65+","female","30y+","university","upper class",0.530299745186277,"1","after 2015","1","1",NA,3,0,1,"0","3"
"65+","female","30y+","university","upper class",0.674041429410658,"1","after 2015","1","1",7000,1,0,2,"0","1"
"26-39","female","10-19y","high school","poverty",0.503705661288258,"0","before 2015","1","1",15000,0,0,1,"1","1"
"26-39","female","10-19y","high school","middle class",0.480860722979686,"1","before 2015","1","1",8000,2,1,0,"0","3"
"65+","male","10-19y","high school","upper class",NA,"1","after 2015","1","1",11000,4,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.493482353090411,"1","before 2015","0","1",NA,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",0.844769399280218,"1","before 2015","0","0",17000,2,0,3,"0","1"
"16-25","female","0-9y","high school","poverty",0.326073298912384,"1","before 2015","0","1",12000,0,0,0,"1","3"
"40-64","female","20-29y","university","upper class",0.603393139462566,"1","before 2015","1","0",NA,3,0,0,"0","3"
"26-39","female","0-9y","university","upper class",0.687407760200048,"1","before 2015","1","1",9000,0,0,0,"0","3"
"40-64","male","10-19y","university","upper class",0.624085098297125,"0","after 2015","1","0",NA,0,0,0,"0","1"
"26-39","female","0-9y","none","working class",0.303676065798281,"1","before 2015","0","1",6000,0,0,0,"1","3"
"65+","female","30y+","university","upper class",0.638409361507693,"1","before 2015","1","1",11000,1,1,1,"0","1"
"40-64","female","20-29y","none","working class",0.338923450586603,"1","before 2015","0","1",12000,2,0,1,"1","2"
"26-39","male","10-19y","university","middle class",0.607396326442099,"1","before 2015","1","0",13000,1,0,1,"1","9"
"16-25","female","0-9y","university","middle class",0.384318854407782,"1","before 2015","0","0",15000,0,0,0,"1","3"
"40-64","female","10-19y","high school","middle class",0.574636895071444,"1","before 2015","0","1",NA,2,0,1,"0","1"
"26-39","male","10-19y","university","working class",0.325345833149249,"0","before 2015","0","0",17000,0,0,1,"1","1"
"40-64","female","20-29y","high school","upper class",0.739736543099638,"0","before 2015","1","1",9000,0,1,2,"0","1"
"40-64","male","20-29y","none","working class",0.421372789919936,"1","before 2015","0","1",9000,5,0,3,"0","1"
"16-25","female","0-9y","none","working class",0.434726358475323,"1","before 2015","0","0",11000,0,0,0,"0","1"
"40-64","female","20-29y","high school","middle class",NA,"1","before 2015","1","1",5000,5,0,0,"0","3"
"26-39","female","10-19y","none","poverty",0.409563587351252,"0","before 2015","0","0",13000,0,0,0,"0","1"
"65+","female","10-19y","university","upper class",0.664944593764344,"1","before 2015","1","1",14000,0,0,0,"0","1"
"26-39","female","10-19y","high school","poverty",0.421776116085469,"1","before 2015","1","1",11000,0,0,2,"0","1"
"26-39","male","10-19y","high school","working class",0.436357558367838,"1","after 2015","0","0",17000,3,0,1,"0","1"
"65+","female","30y+","high school","upper class",0.545417083714888,"1","after 2015","1","1",8000,4,0,6,"0","1"
"40-64","male","20-29y","high school","upper class",0.472550558614793,"0","before 2015","1","1",13000,4,0,5,"0","1"
"16-25","male","0-9y","high school","poverty",0.410965888240966,"0","before 2015","0","0",9000,0,0,0,"1","3"
"26-39","female","10-19y","none","middle class",0.536232105195378,"1","before 2015","0","1",13000,1,1,0,"0","1"
"40-64","female","20-29y","high school","middle class",0.604809211782834,"1","before 2015","1","1",13000,1,0,1,"0","1"
"16-25","female","0-9y","none","working class",0.382970365684223,"1","after 2015","1","0",14000,0,0,0,"0","1"
"40-64","female","20-29y","none","upper class",0.610668072605521,"1","before 2015","1","1",8000,2,0,0,"0","1"
"65+","female","30y+","high school","upper class",0.607760458122776,"1","before 2015","0","1",11000,10,0,1,"0","3"
"26-39","female","10-19y","university","upper class",0.550179149199464,"1","before 2015","1","1",9000,0,0,0,"0","1"
"16-25","female","0-9y","high school","poverty",0.436782292588256,"1","before 2015","0","0",15000,0,0,0,"1","1"
"65+","female","20-29y","university","upper class",0.722674131548471,"1","before 2015","1","1",7000,1,0,0,"0","3"
"40-64","male","20-29y","university","middle class",0.405036964966217,"1","after 2015","1","1",11000,2,3,2,"1","3"
"40-64","female","10-19y","high school","middle class",0.554678070931485,"0","before 2015","1","1",10000,1,0,3,"0","1"
"26-39","female","10-19y","university","working class",0.484898979887358,"0","before 2015","0","1",11000,1,0,0,"1","9"
"40-64","female","10-19y","university","upper class",0.66771677883702,"1","after 2015","1","0",12000,1,0,0,"0","1"
"65+","male","10-19y","university","upper class",0.597827962354693,"1","after 2015","1","1",8000,7,0,1,"0","3"
"16-25","female","0-9y","high school","working class",0.409979645103205,"0","before 2015","0","0",13000,0,0,0,"1","1"
"65+","male","30y+","high school","upper class",0.652009133948098,"1","before 2015","1","1",8000,3,1,3,"0","1"
"26-39","female","10-19y","high school","poverty",0.363565140221886,"1","after 2015","0","1",12000,1,0,0,"0","3"
"40-64","male","20-29y","none","middle class",0.568465707568376,"1","before 2015","0","1",13000,3,0,5,"0","1"
"40-64","male","20-29y","university","working class",0.484922678683762,"1","before 2015","0","1",13000,4,2,5,"0","1"
"40-64","female","20-29y","none","middle class",NA,"1","after 2015","1","1",8000,3,0,0,"0","1"
"26-39","female","0-9y","high school","upper class",0.598475096819815,"1","before 2015","0","1",14000,0,0,0,"1","1"
"16-25","male","0-9y","high school","poverty",0.17325366976457,"0","after 2015","0","1",12000,0,0,0,"0","1"
"40-64","female","20-29y","high school","working class",0.365866256662381,"1","before 2015","0","1",10000,0,2,1,"0","3"
"40-64","male","0-9y","university","upper class",0.662263091579051,"0","after 2015","1","1",10000,0,0,0,"0","9"
"16-25","female","0-9y","high school","poverty",0.296457918965513,"0","before 2015","0","1",13000,0,0,0,"0","1"
"65+","male","10-19y","university","upper class",0.665446510616525,"0","after 2015","0","0",14000,3,1,0,"1","1"
"16-25","male","0-9y","high school","poverty",0.459820901684473,"1","before 2015","0","0",16000,0,0,0,"1","1"
"26-39","female","0-9y","none","poverty",0.304478223023901,"0","after 2015","0","1",13000,0,0,0,"1","1"
"40-64","female","10-19y","high school","upper class",0.554099270234571,"1","after 2015","1","1",10000,2,1,2,"0","1"
"16-25","male","0-9y","high school","middle class",0.550136014468846,"1","before 2015","1","1",NA,0,0,0,"0","1"
"16-25","female","0-9y","high school","working class",0.508815289539788,"1","after 2015","0","0",NA,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",0.5824349020422,"0","before 2015","1","1",10000,1,0,0,"0","9"
"40-64","male","0-9y","high school","upper class",0.657510924500677,"1","before 2015","1","1",5000,0,0,0,"1","3"
"26-39","female","0-9y","university","middle class",0.539891767383246,"0","before 2015","0","1",9000,0,0,0,"1","1"
"26-39","female","10-19y","high school","upper class",0.788245519997703,"1","after 2015","1","0",12000,0,1,0,"0","3"
"40-64","female","10-19y","high school","upper class",0.374098894890097,"1","after 2015","1","0",11000,0,0,1,"0","1"
"65+","female","0-9y","high school","working class",0.453388113773493,"0","before 2015","1","1",5000,0,0,0,"1","3"
"40-64","female","10-19y","university","upper class",0.623647720957331,"1","before 2015","1","1",13000,0,0,1,"0","1"
"26-39","female","10-19y","high school","upper class",0.547884163586921,"1","before 2015","0","0",14000,0,0,0,"0","1"
"16-25","male","0-9y","high school","poverty",0.343087376988366,"0","before 2015","0","0",17000,0,0,0,"1","9"
"40-64","male","20-29y","high school","upper class",0.519009950361051,"1","after 2015","1","1",13000,2,0,4,"0","1"
"40-64","male","20-29y","university","middle class",0.567389899123994,"0","after 2015","1","1",8000,0,1,8,"0","1"
"40-64","male","20-29y","university","upper class",0.681724827049655,"1","after 2015","0","1",10000,2,1,3,"0","1"
"26-39","male","10-19y","high school","upper class",0.70494337586543,"1","after 2015","1","0",14000,1,1,3,"0","1"
"26-39","female","0-9y","university","upper class",0.709498938119616,"1","before 2015","1","1",9000,0,0,0,"0","1"
"16-25","female","0-9y","high school","working class",0.381150450433771,"0","before 2015","1","1",14000,0,0,0,"1","1"
"65+","female","30y+","university","upper class",0.727622915567958,"1","after 2015","0","1",12000,3,2,0,"0","3"
"26-39","male","10-19y","university","working class",0.557577739976444,"1","before 2015","0","0",16000,3,0,2,"0","1"
"40-64","female","20-29y","none","poverty",0.365531548763994,"0","before 2015","0","0",12000,3,0,2,"1","1"
"40-64","male","20-29y","university","middle class",0.507181927310725,"1","after 2015","1","0",10000,2,1,2,"0","3"
"40-64","female","20-29y","none","middle class",0.510915654514628,"1","after 2015","1","1",NA,1,0,1,"0","9"
"65+","male","30y+","high school","upper class",0.576180377657323,"1","before 2015","1","1",11000,6,0,6,"0","1"
"26-39","male","10-19y","high school","upper class",0.672263118539529,"0","before 2015","1","1",9000,1,0,0,"0","1"
"16-25","male","0-9y","none","poverty",0.489406502232838,"1","before 2015","0","0",17000,0,0,0,"1","1"
"65+","male","0-9y","none","middle class",0.454779064126757,"1","before 2015","1","1",11000,0,0,0,"1","1"
"16-25","female","0-9y","none","poverty",0.291594811098864,"1","before 2015","0","1",14000,0,0,0,"1","1"
"40-64","male","20-29y","high school","middle class",0.58000448071598,"1","after 2015","0","1",13000,2,1,3,"0","9"
"16-25","female","0-9y","high school","working class",0.334101503632741,"0","before 2015","0","1",15000,0,0,0,"1","1"
"16-25","male","0-9y","high school","poverty",NA,"0","before 2015","0","1",14000,0,0,0,"1","1"
"65+","male","30y+","high school","upper class",0.596545618598981,"1","before 2015","1","1",13000,5,1,4,"0","1"
"65+","female","20-29y","university","upper class",0.802275006267551,"1","after 2015","1","1",12000,3,0,1,"0","1"
"26-39","female","10-19y","high school","middle class",0.711988804792628,"0","before 2015","0","1",NA,1,0,0,"0","1"
"26-39","female","10-19y","high school","working class",0.435499178288519,"1","before 2015","0","0",14000,1,1,2,"0","1"
"40-64","female","0-9y","none","working class",0.344871204018304,"0","before 2015","0","1",13000,0,0,0,"1","1"
"40-64","female","10-19y","university","upper class",0.63521267225834,"1","before 2015","1","1",8000,1,0,0,"0","3"
"40-64","female","0-9y","university","upper class",0.559612726243046,"0","before 2015","0","1",8000,0,0,0,"1","1"
"65+","male","30y+","university","upper class",0.600260670839958,"1","before 2015","1","1",10000,4,0,1,"0","1"
"40-64","female","20-29y","high school","middle class",0.433140779609358,"1","after 2015","1","0",14000,0,0,2,"0","1"
"40-64","female","20-29y","high school","upper class",0.760675847519069,"1","before 2015","1","1",9000,1,2,4,"0","1"
"16-25","female","0-9y","high school","poverty",0.301594647623176,"1","before 2015","0","0",15000,0,0,0,"0","1"
"26-39","male","10-19y","high school","poverty",0.305731018853476,"1","after 2015","0","1",12000,2,2,0,"0","3"
"40-64","male","10-19y","university","upper class",0.82605402556653,"1","after 2015","1","1",7000,0,1,6,"0","1"
"16-25","male","0-9y","none","working class",0.318457877879524,"0","before 2015","1","1",9000,0,0,0,"1","1"
"40-64","female","20-29y","none","upper class",0.627556506743607,"1","after 2015","1","1",8000,4,0,2,"0","1"
"40-64","male","20-29y","university","upper class",0.626302284930829,"1","before 2015","1","1",8000,7,2,3,"1","3"
"65+","female","10-19y","university","upper class",0.636154311626841,"1","before 2015","1","1",9000,0,0,0,"0","1"
"40-64","female","20-29y","high school","upper class",0.690984891919246,"0","before 2015","1","1",11000,1,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.75883570873826,"1","after 2015","0","1",16000,4,0,1,"0","9"
"40-64","male","20-29y","high school","upper class",0.537987099255114,"1","after 2015","1","1",11000,1,0,3,"0","1"
"26-39","female","0-9y","high school","middle class",0.510119699391931,"1","after 2015","1","1",8000,0,0,0,"0","1"
"65+","male","30y+","high school","upper class",0.483732802166243,"1","after 2015","1","1",12000,3,3,8,"0","1"
"65+","female","20-29y","university","upper class",0.758415065668225,"1","before 2015","0","1",NA,4,0,1,"0","1"
"26-39","male","10-19y","high school","middle class",0.575349437906844,"1","after 2015","1","0",12000,1,0,1,"0","1"
"26-39","female","10-19y","none","poverty",0.430392680185119,"0","before 2015","0","1",NA,0,0,1,"1","1"
"40-64","male","20-29y","university","upper class",0.577587829547039,"1","before 2015","1","1",11000,4,0,4,"0","1"
"26-39","male","0-9y","high school","working class",0.371654754980432,"0","before 2015","1","1",NA,0,0,0,"1","1"
"16-25","male","0-9y","high school","poverty",0.320823311913578,"0","before 2015","0","0",13000,0,0,0,"1","1"
